Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend
afe:15675,gaz:2117972,nm:billon,nm:londinium,nm:ae3,-/-//Z,Vs.: Kranz,4.413,17.9,21.25,1,7.0,1,1,bärt. Kopf n. r. m. Strkr.,Nobilitas n. l.,2.0,1.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15676,gaz:2769681,nm:ae,nm:rome,nm:roman_medallion,H/-//-,Vs.: Kranz,2.49,28.6,22.0,1,5.0,1,1,Rev. in einem ^Klumpen^ eingebacken,"sitzende weibliche Figur, l. Füllhorn, Umschrift ... COS II.",0.0,0.0,5.0,2.0,...CO - NS...
afe:15677,gaz:2138050,nm:ar,nm:sirmium,nm:miliarensis,-/-//SMTSA.,?,3.65,18.7,21.25,1,12.0,1,1,in einem ^Klumpen^ eingebacken.,"PONTIF MAXIM, Vespasian sitzend n. r. mit Szepter r. und Zweig l.",4.0,4.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15678,gaz:2044667,nm:av,nm:thessalonica,nm:quinarius,-/N//-,Vs.: Kranz,4.46,22.8,21.25,1,2.0,1,1,DIVA FAVSTINA.,sitz. Gestalt n. l. [    ]CO[SV...].,0.0,2.0,3.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15679,gaz:2049603,nm:ae,nm:laodiceia_ad_mare,nm:siliqua,-/-//MT,Vs.: Kranz,2.25,22.43,21.4,1,6.0,1,1,[L AELIVS CAESAR].,Aequitas(?),0.0,0.0,2.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15680,gaz:2049929,nm:ae,nm:arelate,nm:quarter-stater,-/-//MDPS,TIA_V,1.92,23.0,28.0,1,7.0,1,1,[IMP CAE]SAR TRAIAN [HADRIANVS AVG].,[P M TR] P COS II FEL AVG.,1.0,2.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15681,gaz:2044675,nm:ar,nm:pella_macedon,nm:ae3,-/-//C·A,?,2.79,21.49,21.8,1,2.0,1,1,L VERVS AVG ARM PARTH MAX.,einfaches Füllhorn.,2.0,1.0,3.0,2.0,...CO - NS...
afe:15682,gaz:2050243,nm:ar,nm:narbo,nm:roman_medallion,-/-//TRS,Vs.: Kranz,3.02,16.0,21.55,1,6.0,1,1,[  ]PFELAV[  ].,steh. GEstalt n. l.m. Füllhorn. [   ]IIIIC[   ]?,0.0,2.0,5.0,2.0,...CO - NS...
afe:15683,gaz:2044782,nm:billon,nm:rome,nm:aureus,R/M//COMOB,SE (Wertz 168.2),0.92,21.73,35.0,1,11.0,1,1,Vs. drap. Büste n. r. Pseudobuchstaben.,"Vs. Kopf n. r. m. Lrbkr., AYT [...]KAIC NE? T?AIANOC CEB ?E?M. Rs. Zwei Lyren. [...] YPAT.B[...].",5.0,3.0,3.0,2.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15684,gaz:2049928,nm:ar,nm:tarraco,nm:quadrans,-/-//B,TIA_V,20.41,17.7,21.25,1,12.0,1,1,"[ ]TRAIAN[ ]. Büste n. l. m. Lrbkr.,  Drapierung an d. l. Schulter.",Legendenbruchstück ...IVS ... erkennbar,5.0,0.0,5.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15685,gaz:2052804,nm:billon,nm:tripolis_phoenicia,nm:denarius,M/D//CONOB,SE (Wertz 168.2),4.39,16.5,18.3,1,12.0,1,1,COMMANTNP [FEL AVG BRIT].,Victoria n. l.? [   |OV.,2.0,0.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15686,gaz:2048880,nm:ae,nm:mediolanum,nm:quarter-stater,(Gamma)/-//-,SE (Wertz 168.2),16.76,19.6,21.12,1,7.0,1,1,IMP CAESAR TRAIANVS HADRIANVS AVG,Vs. und Rs. zeigen Kopf.,3.0,0.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15687,gaz:2044667,nm:billon,nm:arelate,nm:ae2,S/F//ARLS,CAESAR,23.24,21.36,21.0,1,4.0,1,1,Obv. in einem ^Klumpen^ eingebacken,(...) C (...)| sth. Gestalt n. l.,0.0,5.0,1.0,4.0,...CO - NS...
afe:15688,gaz:2052742,nm:ae,nm:alexandreia_egypt,nm:reduced_siliqua,-/-//(Epsilon) on XXI,TIA_V,19.59,18.8,21.91,1,12.0,1,1,HADRIANVS AVG COS III PPP,"Reiter n. l., davor vierspeichiges Rad",4.0,3.0,1.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15689,gaz:2426301,nm:ar,nm:laodiceia_ad_mare,nm:ae1,-/Q//-,CAESAR,1.62,20.0,21.13,1,11.0,1,1,[   ]ON III VSAVC FIVSPPTIIOY,Fortuna Redux,2.0,2.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15690,gaz:2050030,nm:billon,nm:ostia,nm:quinarius,(Gamma)/-//-,TIA_V,2.94,21.24,20.0,1,5.0,1,1,AVRELIVS CAESAR AVG P II [F].,DAIVS AVCVSTI,0.0,2.0,2.0,4.0,...CO - NS...
afe:15691,gaz:2044751,nm:av,nm:rome,nm:follis,R/V//COMOB,CAESAR,17.56,14.7,15.3,1,11.0,1,1,Kopf r. mit Lorbeerkranz? Rev. in einem ^Klumpen^ eingebacken.,,1.0,3.0,3.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15692,gaz:2049721,nm:ae,nm:emerita,nm:stater,sigma/-//-,CAESAR,4.8,18.7,21.12,1,11.0,1,1,Kopf n. r. m. Lrbkr.,steh. weibl. Gestalt n. l. m. Zepter.,3.0,5.0,2.0,3.0,...CO - NS...
afe:15693,gaz:2044775,nm:ae,nm:colonia_patricia,nm:as,-/(・?)//,?,15.35,14.9,21.4,1,11.0,1,1,DNVALENS-[   ].,"sitzende weibliche Figur, l. Füllhorn, Umschrift ... COS II.",1.0,4.0,1.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15694,gaz:2044281,nm:ar,nm:emisa,nm:double-sestertius,L/D//COMOB,TIA_V,1.96,18.3,21.0,1,5.0,1,1,bärt. Kopf n. r.,A POST ... S N ALB.. . Opferer vor Stier.,2.0,3.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15695,gaz:2315108,nm:ae,nm:mediolanum,nm:miliarensis,-/-/COMOB,CAESAR,25.33,28.6,20.89,1,11.0,1,1,DIVUS ANTONINVS.,Vs: behlmte Büste n. r. CONSTAN-TIN[   ]SMIIXA[ ]. Rs: Zwei Viktorien halten Schild über Altar. VIVTORI[   ]. Im Schilde ?OT/P?-,1.0,1.0,2.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15696,gaz:2049603,nm:billon,nm:lycia,nm:ae2,r/-//ALEB,CAESAR,3.27,18.2,21.86,1,7.0,1,1,[   ]ON III VSAVC FIVSPPTIIOY,(Rezent?) geritzt auf Vs. und Rs.,4.0,3.0,3.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15697,gaz:2044781,nm:ar,nm:commagene,nm:solidus,-/-//R(Zeichen)B,?,2.77,22.8,1.6,1,11.0,1,1,TR POT VIIII,DAIVS AVCVSTI,3.0,4.0,4.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15698,gaz:2049750,nm:billon,nm:londinium,nm:ae1,-/-//TRS,Vs.: Kranz,2.16,21.36,21.43,1,2.0,1,1,[  ]PFELAV[  ].,[HILA]RIT[AS].,3.0,1.0,5.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15699,gaz:2050232,nm:ar,nm:nicomedia,nm:aureus,-/-//TRS(Punkt),?,2.77,32.4,21.24,1,2.0,1,1,Zeuskopf mit Ammonshörnern n. r.,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",0.0,3.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15700,gaz:2052804,nm:av,nm:alexandreia_egypt,nm:tetradrachm,-/*//TRP,Vs.: Kranz,4.09,21.73,15.3,1,7.0,1,1,in einem ^Klumpen^ eingebacken.,VOTA SOLV[     ].,0.0,5.0,5.0,4.0,...CO - NS...
afe:15701,gaz:2044324,nm:av,nm:antiocheia_syria,nm:denarius,[ ]SIRM,CAESAR,26.92,15.1,27.0,1,1.0,1,1,[ ]M[  ]NTON[   ].,steh. weibl. Gestalt n. l.,3.0,2.0,1.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15702,gaz:2044338,nm:av,nm:laodiceia_ad_mare,nm:miliarensis,-/-//RT,TIA_V,3.23,24.1,14.0,1,5.0,1,1,FAUSTINA AUGUSTA AUG PII F.,PRINC,0.0,2.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15703,gaz:2049721,nm:ar,nm:heracleia_thracica,nm:quadrans,[ ]SIRM,SE (Wertz 168.2),1.19,23.9,21.16,1,12.0,1,1,ANTONINVS-AVGPIVSPP,steh. Gestalt n. l. [  ]ASAVO(C?).,1.0,0.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15704,gaz:2052787,nm:ar,nm:alexandreia_egypt,nm:follis,M/D//COMOB,TIA_V,3.33,21.4,22.11,1,11.0,1,1,"Beizeichen vor dem Kopf D, dahinter G.","TR POT COS II CONCOR, Concordia sitzend mit Patera und Doppelfüllhorn.",2.0,0.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15705,gaz:2044328,nm:ae,nm:ticinum,nm:follis,-/-//TRS(Punkt),?,3.59,30.8,22.05,1,7.0,1,1,Büste n. r. mit Strkr.,[C]O[S] IIII.,2.0,0.0,5.0,1.0,...CO - NS...
afe:15706,gaz:2050006,nm:ar,nm:ticinum,nm:solidus,A-B/r//TR od. A-B/*//TR,?,3.16,21.13,19.0,1,8.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",1.0,5.0,5.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15707,gaz:2052958,nm:billon,nm:mogontiacum,nm:solidus,-/-//(* on XXI),Vs.: Kranz,10.07,22.1,21.86,1,5.0,1,1,Büste n. r. mit Strkr.,PVD[ICITIA].,5.0,3.0,1.0,3.0,...CO - NS...
afe:15708,gaz:2052777,nm:ar,nm:emisa,nm:siliqua,-/-//SIS*,?,1.79,28.1,21.36,1,4.0,1,1,,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",5.0,1.0,1.0,4.0,...CO - NS...
afe:15709,gaz:2050073,nm:billon,nm:arelate,nm:roman_medallion,-/-/COMOB,CAESAR,2.76,21.55,16.0,1,2.0,1,1,GALLIENVS P F AVG,Rev. in einem ^Klumpen^ eingebacken,3.0,0.0,5.0,4.0,...CO - NS...
afe:15710,gaz:2138050,nm:ar,nm:ravenna,nm:drachma,-/€//ANT,?,4.94,16.2,1.6,1,6.0,1,1,etwa VN ZENO REN PAVFC,VICTORI-A AVGGGZ,2.0,4.0,5.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15711,gaz:2048655,nm:billon,nm:commagene,nm:stater,R/M/COMOB,TIA_V,11.13,16.3,1.6,1,5.0,1,1,DIVUS ANTONINVS.,VOTA SOLV[     ].,0.0,2.0,3.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15712,gaz:2049601,nm:av,nm:tarraco,nm:ae3,M/D//COMOB,SE (Wertz 168.2),4.78,17.6,21.13,1,6.0,1,1,DN [?] IVII-TIVIII II VC,VOTA SOLV[     ].,3.0,2.0,2.0,5.0,...CO - NS...
afe:15713,gaz:2050243,nm:ar,nm:constantinople,nm:denarius,A/-//-,Vs.: Kranz,4.48,20.5,21.73,1,2.0,1,1,"[ ]TRAIAN[ ]. Büste n. l. m. Lrbkr.,  Drapierung an d. l. Schulter.",steh. Gestalt n. l. [  ]ASAVO(C?).,5.0,4.0,3.0,4.0,...CO - NS...
afe:15714,gaz:2315108,nm:av,nm:viminacium,nm:denarius,SM(H/K/N)[ ],SE (Wertz 168.2),1.4,21.31,21.43,1,6.0,1,1,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",VICTORI-A AVGGGZ,5.0,1.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15715,gaz:2049608,nm:ar,nm:nicomedia,nm:drachma,R/M//COMOB,?,9.5,21.16,1.6,1,5.0,1,1,[  ](CA)ESAR[  ].,P M TR P XIII] IMP VIII COS V P [P].,1.0,0.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15716,gaz:2049740,nm:av,nm:narbo,nm:aureus,r/-//ALEB,Vs.: Kranz,2.08,17.2,20.0,1,6.0,1,1,"Beizeichen vor dem Kopf D, dahinter G.",Aequitas(?),5.0,5.0,5.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15717,gaz:2044318,nm:ae,nm:tarraco,nm:ae3,-/-//CONSA,?,7.7,18.4,14.0,1,6.0,1,1,Kopf r. belorbeert,steh. weibl. Gestalt m. erhob. R. u. Zepter.,5.0,1.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15718,gaz:2044751,nm:ae,nm:alexandreia_egypt,nm:ae2,-/-//MKV,?,3.33,21.16,21.4,1,7.0,1,1,"CAESAR AVG F DOMITIANVS, Kopf r.",Spes/Elpis steht m. Blume n. l. B im Felde rechts.,2.0,5.0,1.0,2.0,...CO - NS...
afe:15719,gaz:2044332,nm:ar,nm:emerita,nm:reduced_siliqua,R/F//?,Vs.: Kranz,1.69,21.25,28.0,1,6.0,1,1,L VERVS AVG ARM PARTH MAX.,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",2.0,5.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15720,gaz:2138050,nm:ae,nm:constantinople,nm:ae1,-/-//?,Vs.: Kranz,2.75,21.36,20.5,1,12.0,1,1,[ ]M[  ]NTON[   ].,"stark abgenutzter Stempel, flaue Prägung.",2.0,1.0,3.0,3.0,...CO - NS...
afe:15721,gaz:2044338,nm:av,nm:londinium,nm:quarter-stater,-/-//QXXT,TIA_V,4.93,16.7,21.24,1,11.0,1,1,m. Ägis.,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",2.0,5.0,3.0,2.0,...CO - NS...
afe:15722,gaz:2044339,nm:billon,nm:carthage,nm:double-sestertius,-/VI//-,SE (Wertz 168.2),18.34,16.0,21.16,1,2.0,1,1,Kopf n. r. m. Lrbkr.,DAIVS AVCVSTI,0.0,1.0,5.0,2.0,...CO - NS...
afe:15723,gaz:2049740,nm:ar,nm:treveri,nm:aureus,__IV,SE (Wertz 168.2),21.82,18.0,22.0,1,6.0,1,1,AVRELIVS CAESAR [AVG PII F COS].,"Vs. Kopf n. r. m. Lrbkr., AYT [...]KAIC NE? T?AIANOC CEB ?E?M. Rs. Zwei Lyren. [...] YPAT.B[...].",3.0,2.0,1.0,5.0,...CO - NS...
afe:15724,gaz:2044339,nm:ar,nm:caesaraugusta,nm:roman_medallion,-/-//[-]K(delta),?,3.37,16.9,18.6,1,5.0,1,1,Drapierung am Schulteransatz.,"Zwei sich greifende Hände, die einen Caduceus und zwei Kornähren halten. C[. ].",3.0,3.0,4.0,2.0,...CO - NS...
afe:15725,gaz:2048597,nm:ar,nm:laodiceia_ad_mare,nm:stater,R/M//COMOB,SE (Wertz 168.2),8.1,21.0,16.0,1,2.0,1,1,Büste der Faustina I. oder II. r.,[  ]TR P COS[  ].,0.0,4.0,5.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15726,gaz:2044339,nm:av,nm:ostia,nm:tetradrachm,-/(X on IIM)//SMANTH,SE (Wertz 168.2),22.36,24.1,21.91,1,7.0,1,1,V.: [   ]RVS-P[   ].,"stark abgenutzter Stempel, flaue Prägung.",4.0,5.0,3.0,2.0,...CO - NS...
afe:15727,gaz:2048980,nm:av,nm:colonia_claudia_ara_agrippinensium,nm:aureus,-/-//CONOB,Vs.: Kranz,3.19,18.3,22.11,1,1.0,1,1,drap.Büste m. Krbkr. n. r. AVOVSO-IVSVIIVO.,steh. weibl. Gestalt n. r. m. Füllhorn.,2.0,1.0,4.0,2.0,...CO - NS...
afe:15728,gaz:2117972,nm:ar,nm:caesaraugusta,nm:reduced_siliqua,-/-//AQP,?,15.34,22.11,22.43,1,4.0,1,1,Kopf n. r. IMP CAES[  ]VES[  ] (unten rechts anfangend).,"Minerva mit Helm, drapiert n. r., mit Wurfspieß und rundem Schild, zu den Füßen r. Eule, l. COS, r. IIII",5.0,1.0,4.0,2.0,...CO - NS...
afe:15729,gaz:2044339,nm:ae,nm:emerita,nm:denarius,A/-//-,?,3.17,18.6,20.9,1,11.0,1,1,Büste der Faustina I. oder II. r.,CONSECRATIO.,5.0,1.0,5.0,2.0,...CO - NS...
afe:15730,gaz:2044496,nm:ar,nm:berytus,nm:ae1,-/-//(Gamma)SIS,CAESAR,3.15,28.84,19.0,1,7.0,1,1,drapierte Büste.,Stern mit acht Strahlen| CAEVS JVLIVS,5.0,1.0,2.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15731,gaz:2052804,nm:ae,nm:aquileia,nm:drachma,-/-//MT,TIA_V,2.86,1.8,21.91,1,5.0,1,1,IMPCAESDOMITAVG-GERMPMTRPVIII.,P M TR P XIII] IMP VIII COS V P [P].,2.0,2.0,1.0,4.0,...CO - NS...
afe:15732,gaz:2044750,nm:ar,nm:lycia,nm:semis,-/-//T,CAESAR,28.31,19.0,22.05,1,8.0,1,1,Kopf n. r.,unkenntlich,0.0,3.0,4.0,4.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15733,gaz:2050242,nm:billon,nm:carthage,nm:ae2,-/-//concord,SE (Wertz 168.2),6.65,28.0,27.0,1,6.0,1,1,Kopf n. r. [   ]NVS-AV[.  ].,steh. GEstalt n. l.m. Füllhorn. [   ]IIIIC[   ]?,3.0,2.0,4.0,2.0,...CO - NS...
afe:15734,gaz:2044912,nm:ar,nm:aquileia,nm:as,-/(X on IIM)//SMANTH,TIA_V,3.45,16.7,22.43,1,7.0,1,1,bärt. Kopf n. r. m. Strkr.,steh. weibl. Gestalt n. l.,1.0,5.0,4.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15735,gaz:2052314,nm:av,nm:viminacium,nm:dupondius,-/-//C·A,CAESAR,8.1,18.1,21.91,1,12.0,1,1,L VERVS AVG ARM PARTH MAX.,"Fecunditas, drapiert, steht nach links zwischen zwei Kindern, die sich nach oben strecken, und hält zwei Säuglinge in ihren Armen. UITIOAVA[ ]VF(spiegelverkehrt)IIOC(spiegelverkehrt)IIX.",0.0,4.0,1.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15736,gaz:2044947,nm:av,nm:sirmium,nm:quarter-stater,M/D//CONOB,Vs.: Kranz,4.34,16.3,22.11,1,6.0,1,1,Kopf n. r.,VOTA SOLV[     ].,3.0,3.0,3.0,3.0,...CO - NS...
afe:15737,gaz:2050006,nm:av,nm:aquileia,nm:roman_medallion,-/-//TRPZweig,Vs.: Kranz,2.8,14.7,21.16,1,7.0,1,1,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.","sitzende weibliche Figur, l. Füllhorn, Umschrift ... COS II.",4.0,5.0,1.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15738,gaz:2044751,nm:av,nm:tarraco,nm:siliqua,-/VI//-,SE (Wertz 168.2),14.59,16.0,20.9,1,1.0,1,1,FAVSTINA [AVGUSTA].,[AVGVSTA].,0.0,2.0,5.0,3.0,...CO - NS...
afe:15739,gaz:2044764,nm:billon,nm:lycia,nm:siliqua,-/-//SCON,SE (Wertz 168.2),3.42,24.7,1.6,1,7.0,1,1,DIVVS [ANTONINVS].,Kopf n. r. (m. Lrbkr.).,0.0,2.0,2.0,5.0,...CO - NS...
afe:15740,gaz:2048846,nm:ae,nm:thessalonica,nm:miliarensis,B/-//-,CAESAR,25.59,15.1,28.0,1,11.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,VICTORI-A AVGGGZ,5.0,5.0,5.0,3.0,...CO - NS...
afe:15741,gaz:2050243,nm:billon,nm:carthage,nm:drachma,L/B//-,SE (Wertz 168.2),22.63,21.36,22.43,1,11.0,1,1,"T CAES IMP VESP CENS, Kopf des Titus r.","Vs. Kopf n. r. m. Lrbkr., AYT [...]KAIC NE? T?AIANOC CEB ?E?M. Rs. Zwei Lyren. [...] YPAT.B[...].",2.0,0.0,5.0,4.0,...CO - NS...
afe:15742,gaz:2044751,nm:ar,nm:colonia_claudia_ara_agrippinensium,nm:reduced_siliqua,Delta/-//ALE,?,17.56,1.8,23.0,1,4.0,1,1,"Auf dem AV der Münze befindet sich eine weibliche Büste, es kann sich daher um eine Prägung für Faustina I., Faustina II., Lucilla oder Crispina handeln.",[C]O[S] IIII.,3.0,5.0,3.0,2.0,...CO - NS...
afe:15743,gaz:2050007,nm:av,nm:mogontiacum,nm:follis,P/-//-,SE (Wertz 168.2),3.13,11.0,21.36,1,1.0,1,1,Brustb. d. Faustina DIVA FAVSTINA|,CO[  ]I[ ]. Sitzende Gestalt n. l.,0.0,1.0,2.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15744,gaz:2044781,nm:ae,nm:pella_macedon,nm:tetradrachm,?/-//.SIS.,TIA_V,20.68,24.7,21.8,1,7.0,1,1,[  ]PFELAV[  ].,stehende Figur n. l. mit Szepter(?).,3.0,2.0,3.0,5.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15745,gaz:2045009,nm:ae,nm:laodiceia_ad_mare,nm:quinarius,-/-//L€,SE (Wertz 168.2),7.16,22.1,21.49,1,7.0,1,1,TR POT VIIII,Punkt am oberen Abschluss des Bogenornaments.,3.0,1.0,3.0,2.0,...CO - NS...
afe:15746,gaz:2117972,nm:av,nm:nicomedia,nm:ae1,-/Delta//-,SE (Wertz 168.2),4.54,15.3,21.31,1,4.0,1,1,AVRELIVS CAESAR [AVG PII F COS].,PONT MAX...,3.0,2.0,4.0,3.0,...CO - NS...
afe:15747,gaz:2044781,nm:billon,nm:mediolanum,nm:semis,(Z on L)/-//-,SE (Wertz 168.2),19.14,21.12,1.6,1,7.0,1,1,Punzen,Rs. Victoria beschreibt Schild,3.0,5.0,5.0,2.0,...CO - NS...
afe:15748,gaz:2050078,nm:ar,nm:lycia,nm:denarius,-/-//ST,SE (Wertz 168.2),1.78,18.3,1.6,1,6.0,1,1,Kopf m. L. n. re.| ANTONINVS PIVS AVG GERM,[TR] POT COS II.,3.0,0.0,2.0,3.0,...CO - NS...
afe:15749,gaz:2315108,nm:av,nm:ravenna,nm:quarter-stater,-/-//SCON,TIA_V,7.63,16.2,14.0,1,8.0,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P,Verschränkte Hände.,3.0,5.0,4.0,3.0,...CO - NS...
afe:15750,gaz:2049603,nm:ar,nm:narbo,nm:as,S/F//I-TR,Vs.: Kranz,2.6,21.36,21.25,1,5.0,1,1,"CAESAR AVG F DOMITIANVS, Kopf r.",Stern mit acht Strahlen| CAEVS JVLIVS,2.0,2.0,2.0,5.0,...CO - NS...
afe:15751,gaz:2044750,nm:av,nm:thessalonica,nm:miliarensis,-/-//X,Vs.: Kranz,1.79,21.36,28.0,1,7.0,1,1,Zeuskopf mit Ammonshörnern n. r.,weibl. Figur mit Füllhorn,2.0,1.0,4.0,1.0,...CO - NS...
afe:15752,gaz:2044769,nm:ar,nm:treveri,nm:follis,(Gamma)/-//SMHA,CAESAR,18.34,21.91,21.36,1,4.0,1,1,Kopf n. r. [. ]NTONINVS.,CO[  ]I[ ]. Sitzende Gestalt n. l.,4.0,1.0,1.0,2.0,...CO - NS...
afe:15753,gaz:2049750,nm:ae,nm:aquileia,nm:ae3,-/?//ALE,Vs.: Kranz,3.28,30.8,22.05,1,6.0,1,1,Büste mit Ägis.,(...) C (...)| sth. Gestalt n. l.,5.0,5.0,2.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15754,gaz:2044496,nm:ar,nm:thessalonica,nm:as,-/-//CONOB,SE (Wertz 168.2),17.56,19.4,28.84,1,8.0,1,1,Büste n. r. mit Strkr.,"Strack 160.[P. L. Strack, Untersuchungen zur römischen Reichsprägung des zweiten Jahrhunderts. Teil III. Die Reichsprägung zur Zeit des Antoninus Pius. (Stuttgart 1937).]",5.0,1.0,5.0,3.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
afe:15755,gaz:2049594,nm:ar,nm:cyzicus,nm:double-sestertius,SMN(Gamma),Vs.: Kranz,9.69,32.4,21.49,1,4.0,1,1,drap.Büste m. Krbkr. n. r. AVOVSO-IVSVIIVO.,[  ]COSI?[  ].,0.0,2.0,4.0,1.0,[AN]TONI[IN]VS [PI]VS [AVG GERM oder BRIT bzw. FEL AVG]
